ISIN Code,Lowest Accepted Yield,Average Yield,Highest Accepted Yield,Average Rate of Discount (%),Average Price per £100 Nominal (£),Tail (In Yield Terms),Amount Tendered For (£),Amount On Offer (£),Bid to Cover Ratio,Amount Allocated (£),Maturity (Months),Maturity Date,Highest Yield % Filled,Date
GB00BDNMJZ14,0.308,0.400249,0.496,0.39985,99.90031137054702,0.095751,3577100000,2000000000,1.79,2000000000.0,3,2015-06-01,22.9,2015-02-27
GB00BDNP2B72,0.4,0.459476,0.483,0.45842,99.77016205257,0.023524,4674750000,2000000000,2.34,2000000000.0,6,2015-09-01,86.5,2015-02-27
GB00BDNP5301,0.405,0.472026,0.489,0.470918,99.765186283524,0.016974,6034800000,2000000000,3.02,1999992960.0,6,2015-09-07,18.32,2015-03-06
GB00BDNMNJ34,0.28,0.407825,0.46399999999999997,0.407411,99.89842635913901,0.056175,5829950000,2000000000,2.91,2000000000.0,3,2015-06-08,20.2,2015-03-06
GB00BDNLK991,0.38,0.449031,0.49,0.448871,99.964336287925,0.040969,3955850000,2000000000,1.98,1999995000.0,1,2015-04-07,66.43,2015-03-06
GB00BDNLB743,0.4,0.43792299999999995,0.45899999999999996,0.437445,99.89093827173099,0.021077,5330250000,2000000000,2.67,1999975000.0,3,2015-06-15,29.3,2015-03-13
GB00BDNP9055,0.43,0.472408,0.48700000000000004,0.4712980000000001,99.764996700653,0.014591999999999999,5584200000,2000000000,2.79,2000000000.0,6,2015-09-14,60.2,2015-03-13
GB00BDNLNY51,0.39,0.42164,0.451,0.421504,99.967665472298,0.029360000000000008,4158300000,1500000000,2.77,1499998000.0,1,2015-04-13,51.44,2015-03-13
GB00BDNMWG36,0.43,0.462894,0.48,0.461828,99.769718620497,0.017106,4156900000,1500000000,2.77,1499991000.0,6,2015-09-21,17.66,2015-03-20
GB00BDNKCQ71,0.38,0.398598,0.41600000000000004,0.398476,99.969431966083,0.017402,3890400000,1000000000,3.89,1000000000.0,1,2015-04-20,29.2,2015-03-20
GB00BDNMWL88,0.39,0.4321060000000001,0.45,0.431641,99.892385396804,0.017894,3498100000,1500000000,2.33,1499990200.0,3,2015-06-22,74.23,2015-03-20
GB00BDNPHH80,0.44,0.476129,0.489,0.475001,99.763150042364,0.012871,4175100000,1500000000,2.78,1499994500.0,6,2015-09-28,98.41,2015-03-27
GB00BDNLZ387,0.35,0.38101999999999997,0.42,0.380909,99.970779609302,0.03898,3119200000,1000000000,3.12,999996000.0,1,2015-04-27,94.8,2015-03-27
GB00BDNPHF66,0.39,0.442158,0.47,0.441671,99.889884735327,0.027842,3707750000,1500000000,2.47,1500000000.0,3,2015-06-29,16.375,2015-03-27
GB00BDNN0M84,0.4,0.442194,0.465,0.441712,99.89108461796101,0.022806000000000003,4134800000,1500000000,2.76,1500000000.0,3,2015-07-06,28.2,2015-04-03
GB00BDNPM287,0.4,0.48627299999999996,0.503,0.485103,99.759441959324,0.016727000000000002,3449500000,1500000000,2.3,1500000000.0,6,2015-10-05,10.5,2015-04-03
GB00BDNM2M92,0.33,0.3819360000000001,0.4270000000000001,0.381824,99.970709381917,0.045064,2040950000,500000000,4.08,500000000.0,1,2015-05-05,73.0827,2015-04-03
GB00BDNM5K83,0.37,0.387907,0.4,0.387792,99.97025160299,0.012093,2476800000,500000000,4.95,499996000.0,1,2015-05-11,37.52,2015-04-10
GB00BDNN4264,0.41,0.438217,0.45,0.437739,99.890865132949,0.011782999999999998,4948700000,1500000000,3.3,1499952250.0,3,2015-07-13,54.11,2015-04-10
GB00BDNPR781,0.4,0.48684,0.498,0.485661,99.75783476770901,0.011160000000000002,4750150000,1500000000,3.17,1500000000.0,6,2015-10-12,1.4,2015-04-10
GB00BDNKWT09,0.36,0.385381,0.4,0.385267,99.970445263435,0.014619,2457250000,500000000,4.91,499994000.0,1,2015-05-18,40.88,2015-04-17
GB00BDNLZ833,0.405,0.420757,0.434,0.42031599999999997,99.89520886673701,0.013243,4230400000,1000000000,4.23,999996320.0,3,2015-07-20,72.64,2015-04-17
GB00BDNNDG38,0.44,0.48821,0.498,0.48702399999999996,99.75715495362101,0.00979,5420050000,1500000000,3.61,1499982800.0,6,2015-10-19,88.29,2015-04-17
GB00BDNMFS66,0.37,0.389188,0.4,0.38906799999999997,99.969087772312,0.010812,2169950000,500000000,4.34,499998800.0,1,2015-05-26,73.6,2015-04-24
GB00BDNND307,0.4,0.424964,0.435,0.4245140000000001,99.8941622063,0.010036,4008150000,1000000000,4.01,999995600.0,3,2015-07-27,67.12,2015-04-24
GB00BDNPZY12,0.465,0.489116,0.501,0.487926,99.756705388227,0.011884,4770300000,1500000000,3.18,1500000000.0,6,2015-10-26,9.7,2015-04-24
GB00BDNQ4B45,0.46,0.497894,0.511,0.4966680000000001,99.753707238674,0.013106,7046100000,2000000000,3.52,2000000000.0,6,2015-11-02,15.6,2015-05-01
GB00BDNNHX82,0.4,0.436974,0.45899999999999996,0.436504,99.892368955538,0.022026,4173000000,1500000000,2.78,1499999500.0,3,2015-08-03,16.19,2015-05-01
GB00BDNMJZ14,0.36,0.435986,0.47,0.435845,99.967759378751,0.034014,2638350000,1000000000,2.64,999995000.0,1,2015-06-01,82.86,2015-05-01
GB00BDNMNJ34,0.38,0.430647,0.45,0.430505,99.966974975879,0.019353,3338200000,1000000000,3.34,999999000.0,1,2015-06-08,30.85,2015-05-08
GB00BDNNMZ59,0.4,0.442313,0.46,0.441826,99.889846176565,0.017686999999999998,3790850000,1500000000,2.53,1499990000.0,3,2015-08-10,58.32,2015-05-08
GB00BDNQ8C32,0.47,0.5016079999999999,0.509,0.5003569999999999,99.750507157924,0.007391999999999998,5491600000,2000000000,2.75,1999958400.0,6,2015-11-09,27.44,2015-05-08
GB00BDNLB743,0.4,0.438159,0.46,0.438012,99.966399096742,0.021841,3119000000,1000000000,3.12,999987500.0,1,2015-06-15,34.25,2015-05-15
GB00BDNMF312,0.41,0.445196,0.465,0.444702,99.889128989017,0.019804,3487550000,1500000000,2.33,1500000000.0,3,2015-08-17,64.15,2015-05-15
GB00BDNNYZ97,0.46,0.501839,0.51,0.500586,99.750392548526,0.008161,5142950000,2000000000,2.57,1999996800.0,6,2015-11-16,15.62,2015-05-15
GB00BDNMWL88,0.43,0.456574,0.469,0.4564200000000001,99.966237435834,0.012426,2881050000,1500000000,1.92,1500000000.0,1,2015-06-22,81.78,2015-05-22
GB00BDNNY048,0.429,0.45434399999999997,0.475,0.453836,99.88809533942499,0.020656,3609200000,1500000000,2.41,1500000000.0,3,2015-08-24,71.1,2015-05-22
GB00BDNQKV60,0.48,0.506582,0.519,0.505313,99.749420322928,0.012418,4348200000,2000000000,2.17,1999991500.0,6,2015-11-23,21.43,2015-05-22
GB00BDNQQ856,0.48,0.5073380000000001,0.518,0.506058,99.747664327248,0.010662,3445900000,2000000000,1.72,2000000000.0,6,2015-11-30,7.0,2015-05-29
GB00BDNP2B72,0.43,0.46478400000000003,0.485,0.46424,99.88298604744101,0.020216,1417250000,1000000000,1.42,999993000.0,3,2015-09-01,92.92,2015-05-29
GB00BDNPHF66,0.42,0.463815,0.48100000000000004,0.46365,99.964432326328,0.017185,3533800000,2000000000,1.77,2000000000.0,1,2015-06-29,41.875,2015-05-29
GB00BDNN0M84,0.44,0.45994,0.47,0.459778,99.96472937606501,0.01006,5805000000,2000000000,2.9,1999999560.0,1,2015-07-06,60.06,2015-06-05
GB00BDNP5301,0.39,0.436046,0.47700000000000004,0.435572,99.89140521811399,0.040954,3339450000,1000000000,3.34,999996000.0,3,2015-09-07,30.84,2015-06-05
GB00BDNQT207,0.48,0.51195,0.54,0.5106459999999999,99.745376288735,0.02805,3592450000,2000000000,1.8,2000000000.0,6,2015-12-07,66.1,2015-06-05
GB00BDNN4264,0.449,0.46164,0.465,0.461477,99.964599057254,0.00336,5428050000,2000000000,2.71,1999966000.0,1,2015-07-13,57.27,2015-06-12
GB00BDNP9055,0.42,0.466322,0.485,0.46578,99.883873908104,0.018678,3384750000,1500000000,2.26,1500000000.0,3,2015-09-14,41.7,2015-06-12
GB00BDNQYL41,0.47,0.520365,0.534,0.519018,99.741201831525,0.013635,4178850000,2000000000,2.09,1999976540.0,6,2015-12-14,86.31,2015-06-12
GB00BDNLZ833,0.43,0.4601810000000001,0.47700000000000004,0.460019,99.964710901437,0.016819,4749050000,2000000000,2.37,2000000000.0,1,2015-07-20,59.29,2015-06-19
GB00BDNMWG36,0.44,0.473022,0.49,0.47246499999999997,99.882207402264,0.016978,3923300000,1500000000,2.62,1499991500.0,3,2015-09-21,38.29,2015-06-19
GB00BDNPCF12,0.49,0.5410229999999999,0.63,0.539567,99.730955429937,0.088977,3940200000,2000000000,1.97,2000000000.0,6,2015-12-21,1.96,2015-06-19
GB00BDNR5S19,0.48,0.581435,0.6,0.579745,99.709333347644,0.018565,6521600000,2000000000,3.26,1999976000.0,6,2015-12-29,92.36,2015-06-26
GB00BDNPHH80,0.44,0.496241,0.5379999999999999,0.495628,99.87643251922701,0.041759,2681050000,1500000000,1.79,1500000000.0,3,2015-09-28,57.9,2015-06-26
GB00BDNND307,0.43,0.456046,0.48,0.455887,99.965027884084,0.023954,3505600000,1500000000,2.34,1499997500.0,1,2015-07-27,92.15,2015-06-26
GB00BDNR9566,0.505,0.5733560000000001,0.599,0.571721,99.714922434788,0.025644,4392450000,2000000000,2.2,1999986150.0,6,2016-01-04,75.93,2015-07-03
GB00BDNNHX82,0.36,0.4400770000000001,0.47700000000000004,0.439928,99.96625206157199,0.036923,1543750000,500000000,3.09,500000000.0,1,2015-08-03,2.7,2015-07-03
GB00BDNPM287,0.435,0.49381,0.52,0.4932030000000001,99.877037110896,0.026189999999999998,3269100000,1500000000,2.18,1500000000.0,3,2015-10-05,27.6,2015-07-03
GB00BDNRDY32,0.52,0.5743550000000001,0.588,0.5727150000000001,99.714427141815,0.013644999999999996,5687000000,2000000000,2.84,2000000000.0,6,2016-01-11,98.1,2015-07-10
GB00BDNNMZ59,0.41,0.434953,0.449,0.434808,99.966644871824,0.014047,2587100000,500000000,5.17,500000000.0,1,2015-08-10,19.94,2015-07-10
GB00BDNPR781,0.45,0.492308,0.5,0.491704,99.877410663171,0.007692,3831200000,1500000000,2.55,1499980400.0,3,2015-10-12,96.2,2015-07-10
GB00BDNPZJ60,0.54,0.581398,0.59,0.579717,99.71093544118601,0.008602,6750300000,2000000000,3.38,1999981000.0,6,2016-01-18,39.18,2015-07-17
GB00BDNMF312,0.396,0.43115200000000004,0.44299999999999995,0.43100900000000003,99.966936261752,0.011848000000000001,2615500000,500000000,5.23,500000000.0,1,2015-08-17,18.25,2015-07-17
GB00BDNNDG38,0.46,0.490525,0.5,0.48992600000000003,99.877854104685,0.009475,4986900000,1500000000,3.32,1499960000.0,3,2015-10-19,15.08,2015-07-17
GB00BDNPZY12,0.45,0.4886390000000001,0.498,0.488044,99.878323167129,0.009361,4370650000,1500000000,2.91,1499962500.0,3,2015-10-26,13.75,2015-07-24
GB00BDNRNQ55,0.528,0.5796009999999999,0.586,0.5779310000000001,99.71182631472999,0.006399,6723000000,2000000000,3.36,1999994500.0,6,2016-01-25,92.07,2015-07-24
GB00BDNNY048,0.39899999999999997,0.42398,0.435,0.423842,99.96748608183701,0.01102,1866750000,500000000,3.73,499998500.0,1,2015-08-24,53.33,2015-07-24
GB00BDNRS710,0.53,0.576545,0.584,0.574892,99.713341381643,0.0074550000000000016,6790550000,2000000000,3.4,1999976330.0,6,2016-02-01,25.63,2015-07-31
GB00BDNQ4B45,0.43,0.48534799999999995,0.4970000000000001,0.484761,99.879141674234,0.011652,4203100000,1500000000,2.8,1499982500.0,3,2015-11-02,57.39,2015-07-31
GB00BDNP2B72,0.408,0.424316,0.43799999999999994,0.42417299999999997,99.96629858360201,0.013684,1503450000,500000000,3.01,500000000.0,1,2015-09-01,48.6,2015-07-31
GB00BDNP5301,0.4,0.427301,0.44,0.42716099999999996,99.967231486481,0.012699,1993300000,500000000,3.99,499998000.0,1,2015-09-07,12.59,2015-08-07
GB00BDNQ8C32,0.43,0.47248199999999996,0.49,0.471926,99.88234171559999,0.017518000000000002,3896200000,1500000000,2.6,1499990500.0,3,2015-11-09,88.89,2015-08-07
GB00BDNRWJ12,0.5,0.572385,0.58,0.570756,99.71540385038999,0.007615,6657100000,2000000000,3.33,1999957000.0,6,2016-02-08,55.85,2015-08-07
GB00BDNP9055,0.4,0.444567,0.45899999999999996,0.444415,99.96590785684299,0.014433000000000003,4956000000,1500000000,3.3,1500000000.0,1,2015-09-14,20.1,2015-08-14
GB00BDNNYZ97,0.429,0.4758,0.489,0.475236,99.881516440478,0.0132,3746800000,1500000000,2.5,1499995000.0,3,2015-11-16,22.2,2015-08-14
GB00BDNQKW77,0.53,0.5717300000000001,0.5760000000000001,0.570105,99.71572859783501,0.00427,7771550000,2000000000,3.89,2000000000.0,6,2016-02-15,74.4,2015-08-14
GB00BDNMWG36,0.43,0.45657,0.469,0.45641,99.96498771495001,0.012430000000000002,4660800000,2000000000,2.33,1999935000.0,1,2015-09-21,60.1,2015-08-21
GB00BDNQKV60,0.439,0.456405,0.46799999999999997,0.455886,99.886340687555,0.011595,2282650000,500000000,4.57,499997500.0,3,2015-11-23,81.85,2015-08-21
GB00BDNS4H60,0.52,0.5633640000000001,0.57,0.561786,99.71987662682699,0.0066359999999999995,6653700000,2000000000,3.33,1999970560.0,6,2016-02-22,31.52,2015-08-21
GB00BDNS9714,0.53,0.5603819999999999,0.57,0.558829,99.722882017513,0.009618000000000002,4683050000,2000000000,2.34,1999971750.0,6,2016-02-29,48.19,2015-08-28
GB00BDNQQ856,0.44,0.45486,0.462,0.45435,99.88796839131001,0.007140000000000001,1967750000,500000000,3.94,500000000.0,3,2015-11-30,31.4,2015-08-28
GB00BDNPHH80,0.43,0.46088999999999997,0.47,0.4607330000000001,99.96591838664801,0.00911,4579700000,2000000000,2.29,1999996300.0,1,2015-09-28,60.89,2015-08-28
GB00BDNPM287,0.43,0.464953,0.474,0.4647870000000001,99.964345089863,0.009047,4772900000,2000000000,2.39,2000000000.0,1,2015-10-05,34.03333,2015-09-04
GB00BDNQT207,0.415,0.440385,0.46,0.4399020000000001,99.890325799929,0.019615,3522100000,1000000000,3.52,999976060.0,3,2015-12-07,86.93,2015-09-04
GB00BDNSD025,0.488,0.554455,0.5670000000000001,0.552926,99.724294265453,0.012545,5388700000,2000000000,2.69,1999993400.0,6,2016-03-07,14.7,2015-09-04
GB00BDNPR781,0.425,0.463362,0.473,0.463197,99.96446705230998,0.009638,4828100000,2000000000,2.41,1999950000.0,1,2015-10-12,81.0,2015-09-11
GB00BDNQYL41,0.425,0.456751,0.48200000000000004,0.4562310000000001,99.886254620596,0.025249,2958800000,1000000000,2.96,1000000000.0,3,2015-12-14,42.4,2015-09-11
GB00BDNSHH79,0.53,0.560944,0.569,0.559379,99.721076575253,0.008056,5338700000,2000000000,2.67,2000000000.0,6,2016-03-14,44.8,2015-09-11
GB00BDNNDG38,0.44,0.4633290000000001,0.473,0.463164,99.964469582018,0.009670999999999999,4956850000,2000000000,2.48,1999996500.0,1,2015-10-19,77.31,2015-09-18
GB00BDNPCF12,0.42,0.450738,0.465,0.450232,99.88775036605401,0.014262,2053350000,500000000,4.11,500000000.0,3,2015-12-21,51.75,2015-09-18
GB00BDNR2132,0.53,0.559843,0.568,0.558285,99.721622511761,0.008157,4821450000,2000000000,2.41,1999991500.0,6,2016-03-21,59.89,2015-09-18
GB00BDNSQD64,0.535,0.560357,0.568,0.558787,99.71984098353701,0.0076430000000000005,4799400000,2000000000,2.4,2000000000.0,6,2016-03-29,84.1,2015-09-25
GB00BDNR5S19,0.445,0.467001,0.489,0.46645200000000003,99.88242855206998,0.021999,1754950000,500000000,3.51,500000000.0,3,2015-12-29,84.1,2015-09-25
GB00BDNPZY12,0.434,0.4518760000000001,0.47,0.451719,99.965347551811,0.018124,5874850000,2000000000,2.94,1999976890.0,1,2015-10-26,3.43,2015-09-25
GB00BDNQ4B45,0.43,0.455242,0.465,0.455083,99.96508951770201,0.009758,4795500000,1500000000,3.2,1499976800.0,1,2015-11-02,11.52,2015-10-02
GB00BDNR9566,0.44,0.462771,0.469,0.462238,99.88475717874701,0.006229,3577300000,1000000000,3.58,999986600.0,3,2016-01-04,81.58,2015-10-02
GB00BXKJJX36,0.45799999999999996,0.559299,0.568,0.5577439999999999,99.721892259162,0.008701,4841950000,2000000000,2.42,1999978000.0,6,2016-04-04,84.22,2015-10-02
GB00BDNQ8C32,0.42,0.433723,0.445,0.433579,99.966739165143,0.011276999999999999,2992600000,500000000,5.99,499995300.0,1,2015-11-09,65.41,2015-10-09
GB00BDNRDY32,0.44,0.487549,0.514,0.486957,99.87859426037,0.026451,3335350000,2000000000,1.67,1999994000.0,3,2016-01-11,97.62,2015-10-09
GB00BXKJNP30,0.53,0.562465,0.569,0.5608920000000001,99.72032238941999,0.0065349999999999965,5144450000,2000000000,2.57,1999975120.0,6,2016-04-11,8.56,2015-10-09
GB00BDNNYZ97,0.41,0.42219,0.4320000000000001,0.422053,99.967623307815,0.00981,2240550000,500000000,4.48,499995000.0,1,2015-11-16,46.66,2015-10-16
GB00BDNPZJ60,0.46,0.4896430000000001,0.5,0.489046,99.878073464198,0.010357,5045800000,2000000000,2.52,1999986900.0,3,2016-01-18,53.79,2015-10-16
GB00BDNRNG57,0.54,0.561136,0.568,0.55957,99.720981371679,0.006864,5439450000,2000000000,2.72,1999968000.0,6,2016-04-18,29.11,2015-10-16
GB00BXKJX869,0.54,0.558724,0.564,0.557172,99.72217737978501,0.0052759999999999994,5440800000,2000000000,2.72,1999990940.0,6,2016-04-25,83.29,2015-10-23
GB00BDNRNQ55,0.46,0.482174,0.489,0.481595,99.87993109489099,0.0068260000000000005,5566850000,2000000000,2.78,1999991500.0,3,2016-01-25,88.51,2015-10-23
GB00BDNQKV60,0.36,0.387857,0.39899999999999997,0.38774200000000003,99.97025543632499,0.011143,1782850000,250000000,7.13,249999500.0,1,2015-11-23,85.33,2015-10-23
GB00BDNQQ856,0.35,0.35427,0.37,0.354174,99.972830507108,0.01573,1520900000,250000000,6.08,249993690.0,1,2015-11-30,10.69,2015-10-30
GB00BDNRS710,0.45,0.480717,0.4920000000000001,0.480142,99.880293476479,0.011283,6540700000,2500000000,2.62,2500000000.0,3,2016-02-01,98.06666,2015-10-30
GB00BXKK0Q64,0.54,0.551391,0.56,0.549871,99.724311313526,0.008609,5383600000,1500000000,3.59,1499992650.0,6,2016-05-03,28.07,2015-10-30
GB00BDNQT207,0.33,0.34139600000000003,0.349,0.341307,99.97381757479799,0.0076040000000000005,1353750000,250000000,5.42,249998500.0,1,2015-12-07,59.27,2015-11-06
GB00BDNRWJ12,0.455,0.479803,0.489,0.47923000000000004,99.880520805735,0.009197,5347000000,2500000000,2.14,2499990000.0,3,2016-02-08,57.11,2015-11-06
GB00BXR6QG91,0.529,0.549558,0.555,0.548056,99.72672267060801,0.005442,6181350000,1500000000,4.12,1499963440.0,6,2016-05-09,51.18,2015-11-06
GB00BDNQYL41,0.29,0.303759,0.32,0.303688,99.97670336832199,0.016241000000000002,1218600000,250000000,4.87,249990000.0,1,2015-12-14,38.28,2015-11-13
GB00BDNQKW77,0.45,0.479823,0.49,0.47925,99.880515831342,0.010177,5650450000,2500000000,2.26,2499978000.0,3,2016-02-15,17.44,2015-11-13
GB00BDNS5175,0.52,0.550198,0.555,0.548693,99.72640529013,0.004802000000000001,6272000000,2000000000,3.14,1999923000.0,6,2016-05-16,12.53,2015-11-13
GB00BDNS4H60,0.44,0.480738,0.489,0.480162,99.880288253389,0.008262,4836350000,2500000000,1.93,2500000000.0,3,2016-02-22,97.3,2015-11-20
GB00BXR6ZT53,0.5,0.5451239999999999,0.55,0.5436460000000001,99.72892157771,0.004876,7693350000,2000000000,3.85,1999960000.0,6,2016-05-23,17.4,2015-11-20
GB00BDNPCF12,0.24,0.312608,0.45,0.312533,99.97602486178002,0.13739200000000001,804100000,250000000,3.22,250000000.0,1,2015-12-21,18.36,2015-11-20
GB00BXR74355,0.515,0.541556,0.545,0.54009,99.72921537649,0.003444,6264850000,2000000000,3.13,1999957700.0,6,2016-05-31,60.61,2015-11-27
GB00BDNR5S19,0.31,0.484659,0.518,0.484472,99.96150766887699,0.033341,2136700000,1000000000,2.14,1000000000.0,1,2015-12-29,63.3,2015-11-27
GB00BDNS9714,0.44,0.484159,0.501,0.483575,99.87943739462601,0.016841,4175100000,2500000000,1.67,2500000000.0,3,2016-02-29,9.8,2015-11-27
GB00BDNR9566,0.3,0.33484499999999995,0.345,0.33475900000000003,99.97431985666599,0.010155,2696700000,500000000,5.39,499998640.0,1,2016-01-04,89.58,2015-12-04
GB00BDNSD025,0.43,0.471069,0.48700000000000004,0.470516,99.882693170537,0.015931,6129500000,2500000000,2.45,2499996000.0,3,2016-03-07,25.96,2015-12-04
GB00BXR77036,0.5,0.5395439999999999,0.544,0.538096,99.731688946375,0.004456,5656650000,2000000000,2.83,1999978800.0,6,2016-06-06,76.96,2015-12-04
GB00BDNRDY32,0.28,0.32297800000000004,0.32799999999999996,0.322898,99.97522974265699,0.0050219999999999996,3364850000,1000000000,3.36,1000000000.0,1,2016-01-11,84.22,2015-12-11
GB00BDNSHH79,0.43799999999999994,0.444204,0.45799999999999996,0.443713,99.88937576206499,0.013796,7608200000,2500000000,3.04,2499946980.0,3,2016-03-14,65.06,2015-12-11
GB00BXR7B677,0.515,0.5266919999999999,0.5379999999999999,0.525312,99.738063405573,0.011308,6098300000,1500000000,4.07,1499994200.0,6,2016-06-13,25.48,2015-12-11
GB00BDNR2132,0.4,0.45159799999999994,0.5,0.45109,99.887536436635,0.048402,3853350000,2500000000,1.54,2500000000.0,3,2016-03-21,12.65,2015-12-18
GB00BDNPZJ60,0.25,0.28425700000000004,0.364,0.284195,99.978198737549,0.07974300000000001,2946700000,1500000000,1.96,1500000000.0,1,2016-01-18,19.2,2015-12-18
GB00BDNSQP86,0.5,0.527406,0.5329999999999999,0.5260229999999999,99.737709247573,0.005594,6039450000,1500000000,4.03,1499996020.0,6,2016-06-20,27.18,2015-12-18
GB00BDNRNQ55,0.18,0.416659,0.529,0.41653100000000004,99.969188145946,0.11234100000000001,2508850000,1500000000,1.67,1500000000.0,1,2016-01-25,90.46,2015-12-25
GB00BDNSQD64,0.415,0.473884,0.515,0.4733250000000001,99.88199299913201,0.041116,3150750000,1500000000,2.1,1500000000.0,3,2016-03-29,54.5,2015-12-25
GB00BXR7KV55,0.5,0.5258579999999999,0.535,0.52449,99.73991029084999,0.009142,4390650000,1500000000,2.93,1499997500.0,6,2016-06-27,95.5,2015-12-25
GB00BDNRS710,0.26,0.420214,0.47,0.420079,99.967774793467,0.049786000000000004,1238000000,250000000,4.95,250000000.0,1,2016-02-01,74.5,2016-01-01
GB00BXKJJX36,0.42,0.469868,0.488,0.469318,99.882991896743,0.018132,1630900000,250000000,6.52,249998500.0,3,2016-04-04,27.74,2016-01-01
GB00BXR7NH27,0.5,0.516428,0.525,0.5151020000000001,99.743154828793,0.008572,1927300000,250000000,7.71,250000000.0,6,2016-07-04,50.8,2016-01-01
GB00BDNRWJ12,0.2,0.4666270000000001,0.488,0.46646,99.964216765147,0.021373000000000003,6019300000,2500000000,2.41,2499994000.0,1,2016-02-08,49.7,2016-01-08
GB00BXKJNP30,0.439,0.483034,0.503,0.482453,99.879717198962,0.019966,4630200000,2000000000,2.32,2000000000.0,3,2016-04-11,91.2,2016-01-08
GB00BXR7PQ57,0.49,0.5184310000000001,0.529,0.5170939999999999,99.742161206453,0.010569,6400700000,1500000000,4.27,1499993150.0,6,2016-07-11,25.89,2016-01-08
GB00BDNQKW77,0.35,0.506888,0.685,0.506691,99.961130555308,0.178112,3051100000,2500000000,1.22,2500000000.0,1,2016-02-15,24.45,2016-01-15
GB00BXKJX646,0.49,0.5139600000000001,0.519,0.512646,99.74437914954599,0.00504,5584300000,1500000000,3.72,1499995500.0,6,2016-07-18,97.33,2016-01-15
GB00BDNRNG57,0.45899999999999996,0.491316,0.517,0.490715,99.87765737832301,0.025684,3239200000,2000000000,1.62,2000000000.0,3,2016-04-18,11.6,2016-01-15
GB00BDNS4H60,0.42,0.470208,0.479,0.470038,99.96394225561501,0.008792,7434300000,1500000000,4.96,1499979700.0,1,2016-02-22,90.9,2016-01-22
GB00BXKJX869,0.45,0.475446,0.485,0.474883,99.88160448907401,0.009554,5930400000,1500000000,3.95,1499989560.0,3,2016-04-25,88.04,2016-01-22
GB00BXR80C96,0.47,0.50307,0.51,0.501811,99.749781798993,0.0069299999999999995,6109200000,1500000000,4.07,1499976000.0,6,2016-07-25,84.2,2016-01-22
GB00BDNS9714,0.425,0.464157,0.478,0.463992,99.964406109379,0.013843000000000001,4765600000,1500000000,3.18,1499997000.0,1,2016-02-29,70.52,2016-01-29
GB00BXKK0Q64,0.40399999999999997,0.48166,0.494,0.481076,99.87874249999099,0.01234,4591200000,2000000000,2.3,2000000000.0,3,2016-05-03,68.8,2016-01-29
GB00BXR83C02,0.46,0.498432,0.505,0.497196,99.752082939806,0.006568000000000001,6103250000,1500000000,4.07,1500000000.0,6,2016-08-01,28.32,2016-01-29
GB00BXR6QG91,0.45,0.482185,0.494,0.48160600000000003,99.879928359006,0.011815,4650000000,2000000000,2.33,1999995500.0,3,2016-05-09,95.45,2016-02-05
GB00BXR86987,0.47,0.5006079999999999,0.51,0.499362,99.751003305539,0.009392,4589700000,2000000000,2.29,1999996400.0,6,2016-08-08,21.42,2016-02-05
GB00BDNSD025,0.439,0.468358,0.478,0.4681900000000001,99.964084071298,0.009642,4377650000,1500000000,2.92,1499997700.0,1,2016-03-07,96.59,2016-02-05
GB00BDNSHH79,0.4,0.459029,0.475,0.458867,99.964799211757,0.015971,4296650000,1500000000,2.86,1499982360.0,1,2016-03-14,58.39,2016-02-12
GB00BXR70P93,0.469,0.492208,0.5,0.49100299999999997,99.755171140375,0.007792,5392200000,2000000000,2.7,1999933300.0,6,2016-08-15,8.63,2016-02-12
GB00BDNS5175,0.45,0.468804,0.485,0.468257,99.88325654826201,0.016196000000000002,6123000000,2000000000,3.06,1999994200.0,3,2016-05-16,38.04,2016-02-12
GB00BXR8GH66,0.47,0.487797,0.498,0.486613,99.75735988930201,0.010203,5731500000,2000000000,2.87,1999982400.0,6,2016-08-22,33.68,2016-02-19
GB00BDNR2132,0.349,0.404186,0.418,0.404061,99.96900356145599,0.013813999999999998,3729500000,500000000,7.46,500000000.0,1,2016-03-21,79.98,2016-02-19
GB00BXR6ZT53,0.45,0.468062,0.47600000000000003,0.467516,99.88344110870399,0.007937999999999999,5865750000,2000000000,2.93,1999998120.0,3,2016-05-23,68.92,2016-02-19
GB00BXR8LB57,0.45,0.489249,0.495,0.488052,99.755305518495,0.005750999999999999,6098700000,2000000000,3.05,1999996680.0,6,2016-08-30,81.71,2016-02-26
GB00BDNSQD64,0.3720000000000001,0.388882,0.397,0.388762,99.96911206961799,0.008118,1979400000,500000000,3.96,500000000.0,1,2016-03-29,22.4,2016-02-26
GB00BXR74355,0.43799999999999994,0.467591,0.478,0.467041,99.882280189442,0.010409,5027000000,2000000000,2.51,1999988000.0,3,2016-05-31,31.76,2016-02-26
GB00BXKJJX36,0.38,0.4579180000000001,0.483,0.457757,99.964884379236,0.025082,4885700000,2000000000,2.44,2000000000.0,1,2016-04-04,87.0,2016-03-04
GB00BXR77036,0.435,0.457337,0.469,0.4568160000000001,99.88610885435,0.011663,4933050000,1500000000,3.29,1499964660.0,3,2016-06-06,99.86,2016-03-04
GB00BXR8NT71,0.46,0.479675,0.48700000000000004,0.47853,99.761390296711,0.007325000000000002,5807850000,1500000000,3.87,1499992800.0,6,2016-09-05,14.29,2016-03-04
